word_pair	sense_relation	dataset_sim	conceptnet_sim	glove_sim	ernie_sim
memorial people	none	0.6	0.066455747	0.216357214	0.200062082
memorial rope	none	0.2	-0.014860195	0.082323063	0.215351848
metro television	none	0.32	0.032878387	0.164156602	0.270699352
military reflection	none	0.22	-0.019203309	0.162343793	0.145745892
military tomato	none	0.04	-0.049389637	0.031728072	0.180503367
military wasp	none	0.2	0.138195977	0.072433821	0.172036967
milk outdoor	none	0.16	-0.079513028	0.100775657	0.174154561
mill puddle	none	0.18	-0.02517121	0.089433813	0.202137505
mill wild	none	0.24	0.068458717	0.199724794	0.240182498
mirror raspberry	none	0.08	-0.058447113	0.082203067	0.185662474
mist temple	none	0.3	-0.005129817	0.186600821	0.151930548
mom sit	none	0.3	0.039056415	0.386732629	0.230434717
mom smile	none	0.4	0.126376699	0.440969815	0.229463536
mom snowman	none	0.26	0.026282957	0.265627136	0.17990694
mom stop	none	0.2	0.072529011	0.361779556	0.24955359
monkey oak	none	0.28	0.021757502	0.157013553	0.216330636
monkey pumpkin	none	0.16	0.134377719	0.364290001	0.206320639
monkey restaurant	none	0.1	0.010912935	0.163121762	0.221963303
monster rock	none	0.2	0.08283328	0.357809951	0.211162826
monster shell	none	0.18	0.053672518	0.215223447	0.255901851
moon mushroom	none	0.22	0.105894403	0.250606094	0.258080386
morning relax	none	0.46	0.081544662	0.391288203	0.218336585
morning sit	none	0.38	0.027876405	0.468046241	0.2437789
morning smile	none	0.44	0.058580156	0.366762525	0.20320661
morning stop	none	0.2	0.060710501	0.421595554	0.165517576
morning tear	none	0.2	-0.024501343	0.266702495	0.169361413
movie shopping	none	0.44	0.05374456	0.206394742	0.264865499
mug vehicle	none	0.16	0.007650461	0.101606053	0.167019013
mural taxi	none	0.22	0.04931108	0.116568459	0.12468184
muscle nature	none	0.34	0.066555158	0.217126313	0.146694968
muscle tulip	none	0.02	-0.103911598	-0.037018356	0.156354002
museum scratch	none	0.14	0.024120265	0.158928377	0.146006827
museum swim	none	0.12	-0.003180242	0.190878035	0.168594122
nail wolf	none	0.3	-0.020749807	0.169898936	0.187820927
nature new	none	0.32	-0.013469047	0.275343395	0.148862237
nature snowman	none	0.52	0.016243006	0.149161926	0.208831888
nature tv	none	0.28	-0.000742928	0.153203319	0.171456796
necklace snow	none	0.16	-0.034965934	0.17948928	0.142392266
neon tank	none	0.14	0.143367911	0.324189474	0.206455473
night sit	none	0.22	0.046881726	0.44501975	0.23170743
night sticker	none	0.18	-0.023122385	0.089739536	0.206030761
night stop	none	0.34	0.062243636	0.41241224	0.217188338
noodle pigeon	none	0.18	0.094555975	0.261558552	0.193617739
note rally	none	0.28	0.011393226	0.193718731	0.168956028
number web	none	0.24	0.016621407	0.308624785	0.191222856
nut waterfall	none	0.14	-0.049758248	0.064422638	0.16336665
office sun	none	0.22	0.010450025	0.184384016	0.176441894
office woman	none	0.32	0.094698322	0.323504148	0.209723869
old race	none	0.34	0.002049935	0.253425768	0.1411548
old seat	none	0.26	0.061903764	0.262192153	0.166394151
orange school	none	0.2	0.060302495	0.220292207	0.19234752
orange shop	none	0.26	-0.026953526	0.229567454	0.16547775
orange wet	none	0.16	0.000243382	0.299076507	0.269805252
orchid patio	none	0.44	0.036719058	0.187666052	0.295483801
origami stadium	none	0.12	-0.042899213	0.048656409	0.197231544
origami white	none	0.36	0.076275174	0.172865309	0.23483422
outfit rock	none	0.2	0.058505234	0.360229642	0.150694901
outfit sign	none	0.3	-0.007675197	0.134572844	0.1544843
owl rocket	none	0.24	0.072645757	0.170128406	0.257416132
paint puddle	none	0.22	0.151791949	0.320624638	0.179258265
paint sing	none	0.14	0.038542869	0.13521204	0.235069827
palm traffic	none	0.16	0.046832752	0.138272855	0.171945885
paper railway	none	0.18	0.088958141	0.132868345	0.226508745
paper tattoo	none	0.32	0.022779235	0.188113315	0.17783678
paper vine	none	0.28	0.006877313	0.09502284	0.150215618
parade salad	none	0.12	-0.021854668	0.189915345	0.220768532
parade store	none	0.34	0.098206497	0.223105397	0.295932284
parade table	none	0.24	0.019201034	0.156620786	0.221258844
parking photographer	none	0.1	-0.021661659	0.086356933	0.238749174
parking scenery	none	0.36	0.07850528	0.21895025	0.25788089
party sailing	none	0.28	0.097864208	0.184727699	0.212980783
party scooter	none	0.24	0.077626089	0.185359142	0.194050355
party seat	none	0.26	0.122929404	0.302861155	0.237543266
party sink	none	0.12	0.024974034	0.152481343	0.142957302
path sunflower	none	0.32	-0.032686099	0.059109974	0.236250881
patio sleep	none	0.24	0.090637136	0.250579422	0.16979817
patio spring	none	0.4	0.051520594	0.266280706	0.204104606
patio swan	none	0.22	-0.049667014	0.141561009	0.203703852
patio wash	none	0.36	0.047437874	0.291253118	0.13925186
patio woman	none	0.22	-0.02753254	0.112280019	0.133664442
pattern pier	none	0.26	-0.065116926	0.019366545	0.156575759
pattern time	none	0.32	0.084154293	0.292392653	0.176552203
paw protest	none	0.1	0.053100606	0.098928298	0.161791086
paw theatre	none	0.1	-0.005636309	0.078091809	0.154083015
people stair	none	0.42	0.029240365	0.116169911	0.142121266
people stop	none	0.26	0.042274134	0.523969831	0.256162873
person stair	none	0.44	0.055291864	0.141131122	0.174017241
pet poster	none	0.28	0.022135977	0.194788148	0.167737232
petal pug	none	0.1	0.096045158	0.104096186	0.307486001
piano wolf	none	0.1	0.029108612	0.154597509	0.189849912
pigeon reading	none	0.12	0.013764782	0.062721947	0.146805622
pigeon round	none	0.36	-0.029788848	0.196788364	0.224452762
pillow stone	none	0.14	0.092968225	0.301193534	0.255273121
pin truck	none	0.24	-0.006826481	0.209760593	0.248022751
pin wing	none	0.28	0.069435454	0.286967362	0.154675944
pizza railway	none	0.2	0.002958047	0.094943009	0.228997452
plane sailing	none	0.52	0.175513994	0.330512211	0.229987524
plant skate	none	0.2	-0.04441385	0.08184212	0.136843124
play rail	none	0.2	-0.02519104	0.100171121	0.191703615
play sailing	none	0.3	0.068339048	0.172585472	0.206214241
play sign	none	0.34	0.068775509	0.286205338	0.200917381
play spiral	none	0.34	-0.069010215	0.051755904	0.150536009
play wine	none	0.1	-0.042985776	0.134241615	0.214739872
pole weather	none	0.3	0.115078535	0.220610632	0.131699647
pool rust	none	0.28	0.002660212	0.165707459	0.144025826
poppy store	none	0.18	0.064045838	0.097294368	0.20354715
porch pug	none	0.18	0.068443384	0.135718538	0.210803211
porch ruin	none	0.36	0.038407054	0.272067806	0.219405817
porch scooter	none	0.24	0.106676209	0.157738435	0.183620664
port squirrel	none	0.2	-0.115957567	0.038793098	0.165679324
portrait rocket	none	0.2	-0.057476506	-0.001287984	0.150296359
portrait underground	none	0.14	-0.062081677	0.081001375	0.1862983
post quote	none	0.44	0.205982817	0.437520393	0.282339763
post tulip	none	0.04	0.1059504	0.05862364	0.20412307
post view	none	0.48	0.197578156	0.387827504	0.274092043
post white	none	0.32	-0.020587234	0.165213087	0.202320543
postcard texture	none	0.3	0.032684972	0.123949349	0.189319175
poster tank	none	0.18	0.009601645	0.159914146	0.19243099
potato skating	none	0.08	-0.041395551	0.143560261	0.151795801
pregnancy sit	none	0.46	-0.025481174	0.17392118	0.137492183
protest tile	none	0.16	-0.049574366	0.010587534	0.202519093
pub snowman	none	0.08	-0.081801027	0.131399538	0.18523199
pub wash	none	0.28	0.019424737	0.150683937	0.160883962
puddle red	none	0.14	0.067894023	0.286860337	0.142028983
pumpkin road	none	0.14	-0.016175885	0.162312444	0.177887222
pumpkin valley	none	0.44	0.026979731	0.184800244	0.223318494
punk skyscraper	none	0.1	0.007865055	0.111457311	0.258922538
punk toe	none	0.18	0.068551385	0.209655255	0.223021579
punk vinyl	none	0.24	0.283655816	0.340392284	0.368088101
puppy skyline	none	0.06	-0.019771522	0.05683596	0.168634426
purple stripe	none	0.2	0.462795953	0.531781655	0.291936462
purple twig	none	0.14	0.028729367	0.31459813	0.235424376
pyramid swimsuit	none	0.12	0.026413382	0.155948353	0.199416729
quote santa	none	0.24	-0.066679212	0.208112672	0.114813
rabbit sphere	none	0.08	0.072679725	0.170480744	0.199213554
rabbit stop	none	0.18	0.001406466	0.198084709	0.141496859
race square	none	0.28	-0.01724939	0.13637206	0.142043137
rainbow whale	none	0.18	0.091164992	0.34424803	0.244694611
raspberry write	none	0.1	0.045582841	0.020784018	0.197296081
reading seagull	none	0.1	0.054029345	0.025600374	0.146929069
red tea	none	0.34	0.089667962	0.384829845	0.219927318
red uniform	none	0.32	0.138963186	0.388267611	0.203527171
redhead reflection	none	0.26	0.03857111	0.132343128	0.196844368
redhead rusty	none	0.42	0.17075589	0.19057092	0.1986205
reptile vacation	none	0.12	0.002848286	0.05932315	0.193147529
restaurant violet	none	0.14	-0.069501772	0.016490805	0.157918525
rice ticket	none	0.1	0.063998512	0.12899491	0.207246976
ripple shadow	none	0.3	0.122587769	0.278992483	0.233126699
rodent smile	none	0.1	0.029679751	0.137404389	0.202415688
rope shore	none	0.26	0.150269306	0.308656399	0.255696056
rope train	none	0.26	0.148401501	0.314257172	0.231933499
ruin shore	none	0.26	0.066490734	0.310394263	0.214851904
ruin swimsuit	none	0.26	-0.000127195	0.125912817	0.144270941
ruin valley	none	0.32	0.073189588	0.264985545	0.209308528
rusty shade	none	0.3	0.113973996	0.31512116	0.186782792
rusty stand	none	0.2	-0.030485975	0.253857987	0.121721206
rusty tear	none	0.14	0.101999457	0.315476469	0.182319118
santa table	none	0.18	0.066509834	0.225684969	0.119505805
school tear	none	0.3	0.016066687	0.173663702	0.195048522
sea sing	none	0.16	0.059429955	0.212151229	0.187448063
seagull tag	none	0.16	0.012075212	0.142935019	0.150634597
seagull urban	none	0.28	-0.089581597	0.070170825	0.158612434
seed stair	none	0.18	-0.013503129	0.055694545	0.166188122
shade twig	none	0.44	0.174791384	0.368349177	0.175647115
shade whale	none	0.34	-0.065264387	0.093945824	0.140350917
shade whisker	none	0.18	0.0631049	0.15641507	0.141687792
shed traffic	none	0.18	-0.019884935	0.144167098	0.125593054
shirt show	none	0.2	0.019285362	0.267879291	0.219899249
shop summer	none	0.38	0.05146966	0.285847016	0.207361203
shore small	none	0.24	-0.019202987	0.335433998	0.217525286
shore tear	none	0.24	0.032722744	0.205803511	0.186656143
sign stocking	none	0.14	-0.056988113	0.180612672	0.267855571
sink time	none	0.28	-0.064823438	0.227375866	0.198625592
sit smile	none	0.28	0.0865291	0.413749029	0.272632711
sit staircase	none	0.46	0.037666956	0.295346543	0.182316817
sit stop	none	0.54	0.133310824	0.484450011	0.29102113
sit tear	none	0.2	0.093325723	0.390714843	0.259511342
sit time	none	0.44	0.107114324	0.474476223	0.224505308
skating sticker	none	0.22	0.052399536	0.128268378	0.141335289
ski skirt	none	0.14	0.12986479	0.218061438	0.307835208
skin skirt	none	0.42	0.095973248	0.273744842	0.27989301
skin sunglasses	none	0.42	0.135486416	0.269083184	0.271492422
skin television	none	0.16	-0.017745713	0.080163867	0.163232348
skull storm	none	0.1	-0.03260517	0.181978616	0.204447733
small valley	none	0.18	0.019260063	0.323377714	0.259140624
smile stand	none	0.28	0.019846513	0.378902023	0.211832473
smile stop	none	0.22	0.031070337	0.31105582	0.256721045
smile time	none	0.3	0.073951505	0.391642566	0.205331162
smile view	none	0.3	0.059621415	0.220734134	0.278167284
smile walk	none	0.36	0.093327336	0.364197361	0.309520604
smoking sunny	none	0.18	0.030885465	0.192316723	0.229493227
smoking vine	none	0.18	0.021022917	0.134660046	0.141274104
snake strawberry	none	0.18	-0.015683857	0.279619926	0.231142811
snake taxi	none	0.14	-0.011043061	0.209869801	0.152814327
snow sunny	none	0.32	0.254839892	0.522653168	0.314405237
soup view	none	0.18	-0.055517933	0.047242374	0.186059882
soup wool	none	0.08	0.037858454	0.202679269	0.263752188
stair steel	none	0.28	0.132566501	0.341821169	0.214965586
stand tear	none	0.2	0.028889446	0.387400904	0.165180555
station theatre	none	0.54	0.155598059	0.285170435	0.261727754
steel town	none	0.36	0.012033501	0.126982711	0.201459305
step swimsuit	none	0.24	0.015760964	0.121033627	0.142499928
step wind	none	0.2	0.017238309	0.226672743	0.185648544
sticker track	none	0.2	0.103364232	0.206456559	0.217527651
stocking tomato	none	0.14	-0.03567225	0.159474666	0.196277911
storm sweet	none	0.14	-0.048677759	0.201532978	0.191503033
stripe tank	none	0.22	0.189958633	0.283457601	0.174322146
stripe train	none	0.28	0.060493293	0.113501131	0.174865708
stripe urban	none	0.3	0.017728248	0.136338572	0.050556592
stripe weather	none	0.12	0.00947988	0.104200889	0.087437949
subway valentine	none	0.12	0.055703386	0.181834062	0.194170044
sunglasses weed	none	0.1	0.029918616	0.110689118	0.227743231
sunny zoo	none	0.26	0.099027955	0.245188595	0.200050147
swim vehicle	none	0.12	-0.018809163	0.08808583	0.150332379
tall wool	none	0.14	0.030704284	0.253549922	0.161481572
tea village	none	0.22	0.110917076	0.287283343	0.188936595
tea whisker	none	0.1	0.118829734	0.094969036	0.219948594
theatre wolf	none	0.24	-0.04604115	0.144081677	0.157312077
tomato whale	none	0.06	-0.036360179	0.128631377	0.155843596
track yellow	none	0.2	0.056750506	0.175952208	0.169701068
travel wood	none	0.3	0.009589664	0.141744516	0.207503951
twig underground	none	0.24	-0.081841257	0.024565681	0.192131889
van vine	none	0.16	0.050594788	0.080118088	0.180004918
vintage zebra	none	0.16	0.115230449	0.291634425	0.227724294
wash web	none	0.14	-0.033999834	0.114866715	0.201880076
waterfall wood	none	0.32	0.058224021	0.258048948	0.201072869
breakfast morning	occurs_at	0.84	0.45789912	0.579943302	0.478815527
dawn morning	occurs_at	0.78	0.562769884	0.548546521	0.41175158
day lunch	occurs_at	0.58	0.359433719	0.544203544	0.299634086
dinner evening	occurs_at	0.76	0.524554464	0.693593845	0.457217596
dinner lunch	occurs_at	0.74	0.806725162	0.876516872	0.662117835
dinner night	occurs_at	0.7	0.4116936	0.620375666	0.385646774
flower spring	occurs_at	0.74	0.304431116	0.448867613	0.284964932
mist morning	occurs_at	0.66	0.235073051	0.31496566	0.141550916
morning sunrise	occurs_at	0.98	0.604644428	0.530985789	0.4324027
night sleep	occurs_at	0.82	0.427212785	0.542671912	0.390922989
night sunset	occurs_at	0.86	0.402732224	0.498171081	0.353292014
aircraft door	part_of	0.36	0.019310396	0.184482633	0.207739758
aircraft wing	part_of	0.86	0.383716972	0.422287312	0.308301994
airplane wing	part_of	0.82	0.363356034	0.422105693	0.31324295
apartment bathroom	part_of	0.58	0.38634999	0.580866356	0.436100432
apartment bedroom	part_of	0.64	0.662840835	0.738306907	0.547952484
apartment floor	part_of	0.66	0.446598607	0.562388507	0.308467138
apartment kitchen	part_of	0.6	0.339342498	0.52805225	0.418519437
apartment patio	part_of	0.54	0.379404486	0.446380741	0.401257139
apartment pool	part_of	0.52	0.178753531	0.456802486	0.246132853
apartment staircase	part_of	0.78	0.330888093	0.382486685	0.385975908
aquarium tank	part_of	0.86	0.440736993	0.515306523	0.359282346
arch bridge	part_of	0.56	0.362381774	0.468270483	0.302630698
arch porch	part_of	0.58	0.236949217	0.372097482	0.212651567
arch roof	part_of	0.66	0.235155724	0.44525756	0.206749994
arch wall	part_of	0.48	0.244039845	0.474414562	0.265174539
architecture skyline	part_of	0.5	0.236978982	0.34701037	0.374879766
band guitar	part_of	0.82	0.490376775	0.581489036	0.408497743
band musician	part_of	0.84	0.536058538	0.568254038	0.458791634
band outfit	part_of	0.44	0.262195269	0.446469329	0.270021799
band piano	part_of	0.66	0.283995218	0.374594773	0.29283761
band punk	part_of	0.68	0.446169226	0.629705274	0.286751714
band rock	part_of	0.72	0.377114019	0.678598707	0.350538516
band uniform	part_of	0.6	0.140509237	0.232000401	0.263204716
bath bathroom	part_of	0.92	0.74993781	0.756075231	0.382366931
bath floor	part_of	0.48	0.229291679	0.546294523	0.181259912
bathroom ceiling	part_of	0.62	0.344580937	0.598908765	0.28722536
bathroom floor	part_of	0.62	0.372028133	0.669064727	0.300043383
beach scenery	part_of	0.68	0.110134336	0.420010939	0.197168669
beard face	part_of	0.78	0.254448279	0.431066092	0.293080206
bed bedroom	part_of	0.84	0.646270495	0.734683975	0.446078184
bed pillow	part_of	0.88	0.629358316	0.62672649	0.400039246
bedroom ceiling	part_of	0.76	0.398670916	0.491640344	0.313346579
bedroom cottage	part_of	0.74	0.507085732	0.621932712	0.411386229
bedroom door	part_of	0.76	0.341884669	0.434248014	0.406167253
bedroom floor	part_of	0.56	0.459984424	0.645338831	0.320639279
berry foliage	part_of	0.54	0.149357503	0.361211966	0.289494375
berry seed	part_of	0.74	0.171360793	0.354064774	0.308195864
bird feather	part_of	0.9	0.545693844	0.541762312	0.359988958
blossom petal	part_of	0.78	0.59810697	0.654012699	0.153938103
book illustration	part_of	0.72	0.189114769	0.364238225	0.220983559
boy hand	part_of	0.46	0.083125378	0.422191726	0.216811441
bud daffodil	part_of	0.78	0.302682544	0.322895873	0.276739171
bud flower	part_of	0.92	0.446995298	0.50162445	0.351481698
bud foliage	part_of	0.76	0.232829226	0.424661173	0.218968985
bud ivy	part_of	0.5	0.231284545	0.377004545	0.227215012
building floor	part_of	0.66	0.392707848	0.531316967	0.324090136
building interior	part_of	0.68	0.266459682	0.452339933	0.288773786
building roof	part_of	0.86	0.459651144	0.592512336	0.334257929
building skyline	part_of	0.72	0.196731276	0.33188223	0.250541349
building staircase	part_of	0.68	0.409026524	0.440685445	0.302061512
burger sandwich	part_of	0.82	0.663817535	0.767409538	0.45538563
camera lens	part_of	0.86	0.656130225	0.661408451	0.462812905
canine paw	part_of	0.78	0.475460292	0.450129694	0.313729155
car motor	part_of	0.82	0.648619385	0.5651547	0.416357857
carrot salad	part_of	0.78	0.485160071	0.694860277	0.354911594
carrot soup	part_of	0.64	0.370227114	0.657933691	0.274421367
cat paw	part_of	0.86	0.473091495	0.569402738	0.31417273
cat whisker	part_of	0.8	0.360008929	0.291076761	0.254419407
cathedral interior	part_of	0.44	0.179012766	0.350874629	0.220949788
cathedral step	part_of	0.48	0.065172487	0.116430214	0.15979545
cemetery grave	part_of	0.8	0.714495919	0.64079637	0.480069601
cemetery gravestone	part_of	0.86	0.696532052	0.636103215	0.450140707
cemetery memorial	part_of	0.74	0.576048746	0.671846702	0.418467165
